
"TS007B - Age by broad age bands"
"ONS Crown Copyright Reserved [from Nomis on 6 January 2026]"
"Date       :","2021"

"2021 super output area - lower layer","mnemonic","Aged 16 to 19 years","Aged 20 to 24 years"
"Lambeth 004C","E01003104",2.5,11.4
"Lambeth 004D","E01003122",2.9,8.8
"Lambeth 004E","E01003129",3.5,9.7
"Lambeth 004G","E01033208",3.5,11.3
"Lambeth 004H","E01033864",4.3,9.1
"Lambeth 004I","E01033865",10.5,21.0
"Lambeth 004J","E01033866",3.2,20.4
"Lambeth 005A","E01003098",4.1,9.2
"Lambeth 005B","E01003099",3.6,10.4
"Lambeth 005C","E01003100",1.7,11.9
"Lambeth 005D","E01003180",4.6,10.2
"Lambeth 005E","E01003183",4.2,8.2
"Lambeth 006A","E01003097",5.0,8.9
"Lambeth 006B","E01003121",5.7,9.6
"Lambeth 006C","E01003123",3.6,7.5
"Lambeth 006D","E01003124",3.4,8.1
"Lambeth 006E","E01003125",5.7,7.3
"Lambeth 007A","E01003181",3.7,8.0
"Lambeth 007B","E01003184",5.0,8.3
"Lambeth 007C","E01003185",3.2,8.9
"Lambeth 007D","E01003186",2.4,10.1
"Lambeth 007E","E01003187",3.3,6.9
"Lambeth 008A","E01003089",3.9,9.9
"Lambeth 008B","E01003091",4.1,10.9
"Lambeth 008C","E01003092",3.9,10.7
"Lambeth 008D","E01003126",3.7,9.5
"Lambeth 008E","E01003128",4.6,7.6
"Lambeth 009A","E01003046",5.6,6.2
"Lambeth 009B","E01003048",4.6,8.2
"Lambeth 009C","E01003075",5.2,7.9
"Lambeth 009D","E01003182",4.1,6.5
"Lambeth 009E","E01003188",4.5,9.0
"Lambeth 010A","E01003088",2.5,10.8
"Lambeth 010B","E01003093",6.4,7.7
"Lambeth 010C","E01003094",3.1,10.8
"Lambeth 010D","E01003096",4.8,16.9
"Lambeth 010E","E01003127",2.9,8.8
"Lambeth 011A","E01003045",6.5,12.8
"Lambeth 011B","E01003047",3.5,12.6
"Lambeth 011C","E01003049",5.4,9.4
"Lambeth 011D","E01003059",3.3,8.7
"Lambeth 011E","E01003060",3.9,10.1
"Lambeth 011F","E01003061",2.6,8.1
"Lambeth 012A","E01003034",2.9,9.1
"Lambeth 012B","E01003035",1.7,14.0
"Lambeth 012C","E01003036",2.1,10.9
"Lambeth 012D","E01003090",1.9,11.9
"Lambeth 012E","E01003095",2.2,11.9
"Lambeth 013A","E01003037",4.0,10.0
"Lambeth 013B","E01003038",1.5,8.9
"Lambeth 013C","E01003039",1.7,9.7
"Lambeth 013D","E01003040",2.6,8.5
"Lambeth 013E","E01003042",2.5,12.4
"Lambeth 014A","E01003072",3.7,4.3
"Lambeth 014B","E01003073",5.1,7.0
"Lambeth 014C","E01003076",7.7,12.4
"Lambeth 014D","E01003077",3.1,9.5
"Lambeth 014E","E01003078",3.7,4.7
"Lambeth 015A","E01003019",1.8,11.7
"Lambeth 015B","E01003053",1.0,11.0
"Lambeth 015C","E01003054",1.0,16.8
"Lambeth 015D","E01003056",2.5,17.7
"Lambeth 015E","E01003058",1.3,13.2
"Lambeth 016A","E01003020",3.2,7.5
"Lambeth 016B","E01003050",2.2,13.8
"Lambeth 016C","E01003052",4.9,10.6
"Lambeth 016D","E01003055",2.1,7.7
"Lambeth 016E","E01003176",5.1,8.8
"Lambeth 017A","E01003029",1.7,10.3
"Lambeth 017B","E01003032",3.4,8.8
"Lambeth 017C","E01003041",4.0,11.1
"Lambeth 017D","E01003057",4.2,11.6
"Lambeth 018A","E01003043",4.6,8.7
"Lambeth 018B","E01003044",3.3,7.2
"Lambeth 018C","E01003051",3.1,9.6
"Lambeth 018D","E01003071",2.4,6.7
"Lambeth 018E","E01003074",2.3,5.8
"Lambeth 019A","E01003026",1.7,11.9
"Lambeth 019B","E01003027",2.9,7.4
"Lambeth 019C","E01003028",2.2,8.0
"Lambeth 019D","E01003030",0.8,11.9
"Lambeth 019E","E01003033",3.1,8.9
"Lambeth 020A","E01003018",1.7,10.2
"Lambeth 020B","E01003171",2.2,6.0
"Lambeth 020C","E01003173",4.5,7.0
"Lambeth 020D","E01003177",3.2,8.2
"Lambeth 020E","E01003178",1.7,7.8
"Lambeth 021A","E01003021",2.5,8.5
"Lambeth 021B","E01003022",2.3,9.6
"Lambeth 021C","E01003023",3.3,9.0
"Lambeth 021D","E01003024",4.2,10.1
"Lambeth 021E","E01003025",4.5,6.3
"Lambeth 022A","E01003136",3.0,8.0
"Lambeth 022B","E01003137",4.7,7.0
"Lambeth 022C","E01003159",2.8,8.5
"Lambeth 022D","E01003160",5.0,9.0
"Lambeth 022E","E01003162",5.5,7.6
"Lambeth 023A","E01003031",2.9,12.5
"Lambeth 023B","E01003156",2.3,8.3
"Lambeth 023C","E01003157",3.0,5.4
"Lambeth 023D","E01003158",1.7,4.6
"Lambeth 023E","E01003161",2.3,10.2
"Lambeth 023F","E01003163",3.8,8.9
"Lambeth 024A","E01003132",5.4,6.4
"Lambeth 024B","E01003172",3.9,5.7
"Lambeth 024C","E01003174",6.2,7.8
"Lambeth 024D","E01003175",6.2,6.8
"Lambeth 024E","E01003179",5.8,6.8
"Lambeth 025A","E01003164",4.0,8.8
"Lambeth 025B","E01003165",3.8,5.4
"Lambeth 025C","E01003168",6.0,6.0
"Lambeth 025D","E01003169",3.3,4.7
"Lambeth 025E","E01003170",3.2,3.4
"Lambeth 026A","E01003130",2.7,5.6
"Lambeth 026B","E01003131",2.8,6.1
"Lambeth 026C","E01003135",6.6,6.4
"Lambeth 026D","E01003138",2.0,5.1
"Lambeth 026E","E01003151",5.1,6.6
"Lambeth 027A","E01003079",5.1,5.1
"Lambeth 027B","E01003080",3.9,4.5
"Lambeth 027C","E01003133",3.7,5.7
"Lambeth 027D","E01003134",3.8,6.8
"Lambeth 027E","E01003152",2.8,4.2
"Lambeth 028A","E01003064",2.7,2.8
"Lambeth 028B","E01003066",4.2,5.4
"Lambeth 028C","E01003081",3.5,5.5
"Lambeth 028D","E01003166",2.9,5.1
"Lambeth 028E","E01003167",3.2,3.8
"Lambeth 029A","E01003116",5.0,6.6
"Lambeth 029B","E01003117",2.2,6.1
"Lambeth 029C","E01003118",3.4,4.9
"Lambeth 029D","E01003153",1.3,5.6
"Lambeth 029E","E01003155",2.5,5.0
"Lambeth 030A","E01003083",4.3,4.9
"Lambeth 030B","E01003084",4.1,5.0
"Lambeth 030C","E01003085",3.8,4.4
"Lambeth 030D","E01003149",2.6,4.4
"Lambeth 030E","E01003154",4.7,5.7
"Lambeth 031A","E01003065",6.4,4.4
"Lambeth 031B","E01003068",4.1,5.0
"Lambeth 031C","E01003082",3.9,4.0
"Lambeth 031D","E01003086",5.2,7.2
"Lambeth 031E","E01003087",5.7,7.0
"Lambeth 032A","E01003113",3.4,6.1
"Lambeth 032B","E01003114",2.1,6.7
"Lambeth 032C","E01003119",2.9,4.5
"Lambeth 032D","E01003120",2.5,6.5
"Lambeth 032E","E01003148",3.5,5.4
"Lambeth 032F","E01003150",3.2,7.4
"Lambeth 033A","E01003062",2.4,4.0
"Lambeth 033B","E01003063",4.1,6.2
"Lambeth 033C","E01003067",3.8,4.2
"Lambeth 033D","E01003069",5.8,5.6
"Lambeth 033E","E01003070",4.1,5.4
"Lambeth 034A","E01003115",3.0,5.4
"Lambeth 034B","E01003141",3.4,4.4
"Lambeth 034C","E01003144",3.7,4.4
"Lambeth 034D","E01003145",2.8,5.9
"Lambeth 034E","E01003147",3.3,4.7
"Lambeth 035A","E01003139",4.1,6.7
"Lambeth 035B","E01003140",5.6,5.0
"Lambeth 035C","E01003142",4.4,6.8
"Lambeth 035D","E01003143",4.9,6.4
"Lambeth 035E","E01003146",5.3,9.0
"Lambeth 036A","E01003013",11.6,28.9
"Lambeth 036B","E01003014",3.8,10.0
"Lambeth 036C","E01003016",18.6,16.2
"Lambeth 036D","E01003017",7.8,8.2
"Lambeth 036E","E01032582",3.3,16.7
"Lewisham 001A","E01003244",4.3,9.1
"Lewisham 001B","E01003245",12.0,7.8
"Lewisham 001C","E01003247",2.4,11.9
"Lewisham 001D","E01003249",5.3,7.2
"Lewisham 001F","E01034387",0.8,6.0
"Lewisham 001G","E01034388",2.2,7.9
"Lewisham 001H","E01034389",3.6,7.2
"Lewisham 002A","E01003246",3.6,7.6
"Lewisham 002B","E01003248",4.3,6.8
"Lewisham 002C","E01003251",5.7,8.7
"Lewisham 002D","E01003252",5.7,8.2
"Lewisham 002E","E01003253",2.8,8.5
"Lewisham 003A","E01003297",1.2,6.7
"Lewisham 003B","E01003299",4.4,12.7
"Lewisham 003C","E01003301",5.4,11.9
"Lewisham 003D","E01003302",5.4,7.8
"Lewisham 003E","E01003305",5.5,10.7
"Lewisham 005A","E01003207",4.0,12.5
"Lewisham 005B","E01003209",8.7,12.5
"Lewisham 005C","E01003210",2.3,6.4
"Lewisham 005D","E01003212",2.8,7.6
"Lewisham 005E","E01003215",10.9,20.1
"Lewisham 006A","E01003338",4.6,8.5
"Lewisham 006B","E01003339",4.5,7.6
"Lewisham 006C","E01003340",2.7,13.7
"Lewisham 006D","E01003341",3.3,7.5
"Lewisham 006E","E01003343",3.7,5.2
"Lewisham 007A","E01003199",2.6,4.0
"Lewisham 007B","E01003201",4.1,8.8
"Lewisham 007C","E01003204",3.3,5.4
"Lewisham 007D","E01003205",5.2,7.9
"Lewisham 007E","E01003206",2.6,3.8
"Lewisham 008B","E01003211",2.9,6.5
"Lewisham 008C","E01003213",5.5,6.5
"Lewisham 008D","E01003214",3.2,6.6
"Lewisham 008E","E01033324",3.7,6.6
"Lewisham 008F","E01033325",1.8,5.8
"Lewisham 009A","E01003198",3.2,5.0
"Lewisham 009B","E01003200",2.6,5.3
"Lewisham 009C","E01003202",2.2,3.7
"Lewisham 009D","E01003203",4.1,5.6
"Lewisham 010A","E01003336",4.7,6.5
"Lewisham 010B","E01003337",5.4,6.1
"Lewisham 010C","E01003342",2.9,5.1
"Lewisham 010D","E01003344",4.5,7.0
"Lewisham 010E","E01003345",2.5,5.8
"Lewisham 011A","E01003273",3.9,5.8
"Lewisham 011B","E01003277",2.3,7.6
"Lewisham 011C","E01003278",3.7,8.4
"Lewisham 011D","E01003279",2.9,6.3
"Lewisham 013A","E01003282",3.4,5.5
"Lewisham 013B","E01003283",2.8,3.6
"Lewisham 013C","E01003284",3.2,4.5
"Lewisham 013D","E01003286",5.4,3.6
"Lewisham 014A","E01003272",2.4,9.0
"Lewisham 014B","E01003274",3.0,4.9
"Lewisham 014C","E01003275",3.2,6.5
"Lewisham 014D","E01003276",4.4,5.2
"Lewisham 015A","E01003225",3.1,3.8
"Lewisham 015B","E01003231",3.2,5.7
"Lewisham 015C","E01003232",3.9,4.8
"Lewisham 015D","E01003233",7.3,6.1
"Lewisham 016A","E01003280",5.0,5.2
"Lewisham 016B","E01003281",3.9,4.0
"Lewisham 016C","E01003285",3.1,4.2
"Lewisham 016D","E01003287",3.1,3.5
"Lewisham 017A","E01003292",4.4,3.1
"Lewisham 017B","E01003293",2.4,4.7
"Lewisham 017D","E01003295",3.1,4.5
"Lewisham 017E","E01033320",4.3,4.7
"Lewisham 017F","E01033322",2.2,3.6
"Lewisham 018A","E01003319",3.7,5.7
"Lewisham 018B","E01003320",5.0,6.1
"Lewisham 018C","E01003323",2.1,4.9
"Lewisham 018D","E01003325",4.1,5.0
"Lewisham 019A","E01003226",2.6,5.0
"Lewisham 019B","E01003227",3.2,4.4
"Lewisham 019C","E01003228",1.8,3.3
"Lewisham 019D","E01003229",3.7,4.1
"Lewisham 019E","E01003230",3.7,4.4
"Lewisham 020B","E01003318",5.4,6.0
"Lewisham 020C","E01003321",2.8,5.0
"Lewisham 020D","E01003322",3.3,6.1
"Lewisham 020E","E01003324",3.4,5.2
"Lewisham 020F","E01034390",3.5,4.4
"Lewisham 020G","E01034391",3.0,4.4
"Lewisham 021A","E01003254",2.9,3.0
"Lewisham 021B","E01003255",3.0,4.8
"Lewisham 021C","E01003260",4.5,3.0
"Lewisham 021D","E01003261",3.8,4.1
"Lewisham 021E","E01003262",3.0,5.0
"Lewisham 022A","E01003217",7.2,9.0
"Lewisham 022B","E01003218",6.4,6.6
"Lewisham 022C","E01003220",2.9,6.7
"Lewisham 022D","E01003222",3.3,5.6
"Lewisham 022E","E01003224",4.4,5.1
"Lewisham 023A","E01003263",4.0,5.7
"Lewisham 023B","E01003268",4.4,4.5
"Lewisham 023C","E01003269",3.0,3.7
"Lewisham 023D","E01003270",3.9,6.3
"Lewisham 023E","E01003271",3.0,4.4
"Lewisham 024A","E01003307",3.1,6.5
"Lewisham 024B","E01003308",4.2,4.5
"Lewisham 024C","E01003314",3.0,3.8
"Lewisham 024D","E01003315",2.5,5.1
"Lewisham 024E","E01003316",3.6,5.2
"Lewisham 025A","E01003216",3.3,5.1
"Lewisham 025B","E01003219",5.1,5.6
"Lewisham 025C","E01003221",4.0,5.7
"Lewisham 025D","E01003223",4.8,6.1
"Lewisham 026A","E01003346",5.6,7.1
"Lewisham 026B","E01003349",6.2,6.8
"Lewisham 026C","E01003351",5.6,5.7
"Lewisham 026D","E01003354",3.7,4.7
"Lewisham 027A","E01003309",5.1,6.8
"Lewisham 027B","E01003310",3.1,5.5
"Lewisham 027C","E01003311",2.4,3.4
"Lewisham 027D","E01003312",3.0,4.2
"Lewisham 027E","E01003313",4.9,4.8
"Lewisham 028A","E01003256",3.3,4.2
"Lewisham 028B","E01003257",3.6,4.8
"Lewisham 028C","E01003258",5.2,8.0
"Lewisham 028D","E01003259",2.4,3.8
"Lewisham 029A","E01003193",4.2,5.6
"Lewisham 029B","E01003194",4.6,4.9
"Lewisham 029C","E01003195",4.4,5.0
"Lewisham 029D","E01003196",4.8,6.1
"Lewisham 029E","E01003197",4.9,7.1
"Lewisham 030A","E01003347",7.3,6.7
"Lewisham 030B","E01003348",5.7,8.3
"Lewisham 030C","E01003350",8.2,7.8
"Lewisham 030D","E01003352",5.2,7.0
"Lewisham 030E","E01003353",5.0,5.2
"Lewisham 031A","E01003264",3.2,4.4
"Lewisham 031B","E01003265",4.0,5.1
"Lewisham 031C","E01003266",4.7,5.5
"Lewisham 031D","E01003267",6.4,7.3
"Lewisham 033A","E01003329",4.3,4.4
"Lewisham 033B","E01003330",4.5,4.6
"Lewisham 033C","E01003331",5.6,6.4
"Lewisham 033D","E01003332",3.6,5.0
"Lewisham 033E","E01003334",3.5,4.8
"Lewisham 034A","E01003189",4.8,5.7
"Lewisham 034B","E01003190",4.4,5.5
"Lewisham 034C","E01003191",4.1,5.2
"Lewisham 034D","E01003192",6.3,5.2
"Lewisham 035A","E01003326",1.9,4.0
"Lewisham 035B","E01003327",3.1,3.8
"Lewisham 035C","E01003328",2.8,4.4
"Lewisham 035D","E01003333",3.4,5.1
"Lewisham 035E","E01003335",4.8,4.0
"Lewisham 037A","E01003236",4.9,5.5
"Lewisham 037B","E01003237",5.5,6.6
"Lewisham 037C","E01003238",5.7,5.2
"Lewisham 037D","E01003239",6.3,5.5
"Lewisham 037E","E01032564",6.1,7.0
"Lewisham 038A","E01003235",3.4,6.7
"Lewisham 038B","E01003240",7.2,5.1
"Lewisham 038C","E01003241",4.3,5.7
"Lewisham 038D","E01003243",4.8,5.8
"Lewisham 038E","E01032565",5.6,5.6
"Lewisham 039A","E01003298",5.2,9.5
"Lewisham 039B","E01003300",4.4,8.1
"Lewisham 039C","E01003303",5.3,12.5
"Lewisham 039D","E01003304",2.9,7.2
"Lewisham 039E","E01032579",3.8,9.6
"Lewisham 040A","E01034392",11.1,12.2
"Lewisham 040B","E01034393",0.5,6.2
"Lewisham 040C","E01034394",0.6,7.1
"Lewisham 040D","E01034395",5.4,8.0
"Lewisham 041A","E01003288",3.6,5.3
"Lewisham 041E","E01003290",3.4,5.2
"Lewisham 041D","E01003291",4.2,4.8
"Lewisham 041B","E01033327",1.7,7.4
"Lewisham 041C","E01033341",3.3,6.0
"Merton 001A","E01003472",2.5,2.8
"Merton 001B","E01003473",3.3,6.1
"Merton 001C","E01003474",5.8,3.8
"Merton 001E","E01003478",2.8,4.4
"Merton 001F","E01034578",3.1,7.3
"Merton 001G","E01034579",2.5,5.2
"Merton 002A","E01003460",3.3,3.4
"Merton 002B","E01003462",4.4,2.5
"Merton 002C","E01003464",3.9,2.7
"Merton 002D","E01003465",4.6,5.4
"Merton 003A","E01003400",2.3,4.9
"Merton 003B","E01003454",2.3,4.2
"Merton 003C","E01003456",2.4,4.9
"Merton 003D","E01003476",4.7,6.6
"Merton 003E","E01003477",4.2,4.0
"Merton 004A","E01003401",2.0,3.0
"Merton 004B","E01003402",3.0,3.0
"Merton 004C","E01003403",1.6,2.7
"Merton 004D","E01003404",2.2,3.4
"Merton 004E","E01003461",4.1,4.4
"Merton 005B","E01003369",2.0,4.5
"Merton 005C","E01003370",2.1,6.5
"Merton 005D","E01003371",2.5,6.6
"Merton 005E","E01003455",2.0,5.7
"Merton 005F","E01034580",3.6,7.6
"Merton 005G","E01034581",1.3,3.2
"Merton 006A","E01003359",2.0,4.9
"Merton 006B","E01003360",1.5,4.8
"Merton 006C","E01003457",2.6,3.6
"Merton 006D","E01003458",2.8,5.1
"Merton 006E","E01003459",2.5,5.3
"Merton 007A","E01003394",3.6,7.2
"Merton 007B","E01003395",3.8,6.3
"Merton 007C","E01003396",2.8,5.4
"Merton 007D","E01003397",4.3,5.8
"Merton 007E","E01003398",3.9,5.8
"Merton 008A","E01003368",3.8,6.3
"Merton 008B","E01003372",4.3,6.5
"Merton 008C","E01003393",2.3,5.7
"Merton 008D","E01003406",6.0,7.6
"Merton 008E","E01003407",3.0,4.9
"Merton 009A","E01003355",1.7,4.8
"Merton 009B","E01003356",2.9,4.6
"Merton 009C","E01003358",2.5,5.1
"Merton 009D","E01003383",2.9,4.9
"Merton 009E","E01003384",2.2,4.6
"Merton 010A","E01003442",4.1,3.4
"Merton 010B","E01003443",4.1,1.9
"Merton 010C","E01003444",3.6,3.2
"Merton 010D","E01003445",4.6,4.2
"Merton 010E","E01003463",5.1,3.5
"Merton 011A","E01003380",1.7,3.2
"Merton 011B","E01003382",2.3,3.5
"Merton 011C","E01003385",3.4,3.5
"Merton 011D","E01003399",3.0,4.8
"Merton 011E","E01003423",3.6,4.1
"Merton 012A","E01003357",4.2,6.2
"Merton 012B","E01003376",4.5,4.6
"Merton 012C","E01003377",6.9,7.1
"Merton 012D","E01003408",2.2,4.8
"Merton 012E","E01003410",4.4,5.9
"Merton 013A","E01003386",5.5,5.5
"Merton 013B","E01003388",4.4,5.7
"Merton 013C","E01003389",4.2,4.6
"Merton 013D","E01003392",4.4,4.4
"Merton 013E","E01003409",5.1,6.6
"Merton 014A","E01003387",4.7,5.4
"Merton 014B","E01003391",6.1,6.5
"Merton 014C","E01003411",4.3,3.8
"Merton 014D","E01003412",5.5,6.8
"Merton 014E","E01003435",4.8,5.4
"Merton 015A","E01003361",3.7,5.6
"Merton 015B","E01003424",4.6,2.9
"Merton 015C","E01003425",3.2,4.6
"Merton 015D","E01003426",3.6,6.1
"Merton 015E","E01003428",3.9,4.1
"Merton 016A","E01003366",3.5,5.4
"Merton 016B","E01003381",1.7,3.1
"Merton 016C","E01003446",3.2,5.3
"Merton 016D","E01003447",2.9,5.0
"Merton 016E","E01003471",3.3,3.5
"Merton 017A","E01003413",4.0,5.3
"Merton 017B","E01003414",4.3,6.0
"Merton 017C","E01003415",5.5,5.9
"Merton 017D","E01003416",4.0,5.7
"Merton 017E","E01003434",4.7,6.5
"Merton 018A","E01003373",4.3,7.9
"Merton 018B","E01003378",5.3,5.8
"Merton 018C","E01003379",5.0,5.4
"Merton 018D","E01003390",4.8,6.0
"Merton 018E","E01003405",4.5,5.5
"Merton 019A","E01003429",5.5,5.9
"Merton 019B","E01003430",5.3,7.2
"Merton 019C","E01003431",5.5,7.6
"Merton 019D","E01003432",7.9,7.8
"Merton 019E","E01003433",4.8,5.9
"Merton 020A","E01003466",3.0,4.7
"Merton 020B","E01003467",4.2,2.8
"Merton 020C","E01003468",3.7,2.8
"Merton 020D","E01003469",4.6,5.0
"Merton 020E","E01003470",4.8,7.7
"Merton 021A","E01003362",4.8,5.3
"Merton 021B","E01003363",4.1,4.5
"Merton 021C","E01003364",3.5,4.6
"Merton 021D","E01003365",3.6,4.6
"Merton 021E","E01003421",3.8,5.1
"Merton 022A","E01003374",3.2,6.0
"Merton 022B","E01003375",4.6,4.6
"Merton 022C","E01003437",3.5,5.5
"Merton 022D","E01003440",4.3,5.9
"Merton 022E","E01003441",4.5,6.3
"Merton 023A","E01003427",3.3,5.9
"Merton 023B","E01003436",3.5,6.3
"Merton 023C","E01003439",4.0,5.7
"Merton 023D","E01003448",4.4,5.4
"Merton 023E","E01003453",4.7,5.7
"Merton 024A","E01003438",4.8,6.5
"Merton 024B","E01003449",5.0,7.5
"Merton 024C","E01003450",5.5,5.5
"Merton 024D","E01003451",4.5,5.4
"Merton 024E","E01003452",4.0,6.8
"Merton 025A","E01003417",3.5,4.0
"Merton 025B","E01003418",5.3,6.4
"Merton 025C","E01003419",4.8,5.3
"Merton 025D","E01003420",5.1,4.5
"Merton 025E","E01003422",3.9,6.1
"Newham 001A","E01003543",4.7,7.0
"Newham 001B","E01003544",4.7,6.8
"Newham 001C","E01003546",5.1,8.9
"Newham 001D","E01003550",4.4,5.8
"Newham 002A","E01003576",5.9,6.8
"Newham 002B","E01003581",6.1,7.7
"Newham 002C","E01003582",5.8,9.0
"Newham 002D","E01003583",7.2,7.2
"Newham 003A","E01003578",6.1,6.1
"Newham 003B","E01003584",4.3,5.9
"Newham 003C","E01003586",6.4,7.4
"Newham 003D","E01003590",5.6,4.9
"Newham 004A","E01003579",6.2,6.7
"Newham 004B","E01003585",6.3,7.8
"Newham 004C","E01003587",4.8,5.8
"Newham 004D","E01003591",5.8,6.9
"Newham 005A","E01003528",6.2,6.5
"Newham 005B","E01003575",5.1,8.5
"Newham 005C","E01003577",7.3,7.7
"Newham 005D","E01003580",7.9,7.9
"Newham 006A","E01003545",4.3,6.7
"Newham 006B","E01003548",3.7,8.1
"Newham 006C","E01003549",4.7,8.7
"Newham 006D","E01003557",4.6,7.1
"Newham 007A","E01003547",3.9,5.4
"Newham 007B","E01003555",6.8,7.1
"Newham 007C","E01003561",5.2,7.0
"Newham 007D","E01003567",5.1,8.3
"Newham 008A","E01003556",6.5,7.7
"Newham 008B","E01003558",4.7,7.5
"Newham 008C","E01003570",5.1,8.0
"Newham 008D","E01003571",6.1,8.6
"Newham 008E","E01003572",5.7,6.6
"Newham 009A","E01003551",3.3,8.1
"Newham 009B","E01003553",5.5,8.7
"Newham 009C","E01003554",2.9,9.2
"Newham 009D","E01003559",3.9,8.4
"Newham 010A","E01003529",4.3,6.6
"Newham 010B","E01003530",4.7,8.1
"Newham 010C","E01003531",4.5,7.2
"Newham 010D","E01003532",3.7,9.1
"Newham 010E","E01003534",5.5,8.3
"Newham 011A","E01003533",5.4,11.7
"Newham 011B","E01003560",6.0,9.7
"Newham 011C","E01003563",3.9,6.3
"Newham 011D","E01003588",6.2,6.2
"Newham 011E","E01003589",5.7,7.8
"Newham 012A","E01003616",4.3,9.7
"Newham 012C","E01003618",3.3,11.9
"Newham 012D","E01003619",3.4,10.3
"Newham 012E","E01034199",4.4,8.8
"Newham 012F","E01034200",2.8,14.0
"Newham 014A","E01003562",3.9,7.9
"Newham 014B","E01003564",5.4,7.9
"Newham 014C","E01003565",6.4,9.3
"Newham 014D","E01003566",5.7,6.6
"Newham 015A","E01003625",4.5,7.1
"Newham 015B","E01003626",5.6,8.0
"Newham 015C","E01003627",4.4,8.3
"Newham 015D","E01003628",5.7,7.2
"Newham 015E","E01003629",5.2,5.1
"Newham 016A","E01003552",5.3,7.0
"Newham 016B","E01003596",5.0,7.2
"Newham 016C","E01003597",4.2,4.7
"Newham 016D","E01003635",3.2,6.1
"Newham 017A","E01003568",4.6,11.8
"Newham 017B","E01003569",2.9,5.1
"Newham 017C","E01003573",4.6,7.9
"Newham 017D","E01003574",4.0,6.2
"Newham 018A","E01003520",5.2,7.2
"Newham 018B","E01003521",5.1,7.3
"Newham 018C","E01003522",5.3,7.5
"Newham 018D","E01003525",7.2,6.3
"Newham 018E","E01003526",5.2,8.9
"Newham 019A","E01003488",6.1,8.0
"Newham 019B","E01003489",8.2,9.3
"Newham 019C","E01003490",6.9,7.4
"Newham 019D","E01003524",6.5,7.2
"Newham 020A","E01003631",5.1,7.9
"Newham 020B","E01003632",4.0,10.2
"Newham 020C","E01003633",5.7,8.0
"Newham 020D","E01003634",4.8,8.4
"Newham 020E","E01003636",6.4,8.7
"Newham 021A","E01003598",6.5,8.2
"Newham 021B","E01003600",5.7,6.5
"Newham 021C","E01003630",4.4,7.3
"Newham 021D","E01003637",4.1,7.9
"Newham 022A","E01003491",4.2,6.4
"Newham 022B","E01003592",5.2,8.2
"Newham 022C","E01003599",5.9,11.3
"Newham 022E","E01034201",5.4,5.3
"Newham 022F","E01034202",5.2,6.5
"Newham 023A","E01003535",5.5,8.1
"Newham 023B","E01003536",6.8,6.1
"Newham 023C","E01003621",5.1,7.6
"Newham 023D","E01003622",5.2,7.0
"Newham 023E","E01003623",7.9,8.3
"Newham 024A","E01003523",5.0,6.9
"Newham 024B","E01003527",5.4,6.9
"Newham 024C","E01003537",5.4,7.3
"Newham 024D","E01003542",7.6,10.2
"Newham 024E","E01003624",6.4,6.6
"Newham 025A","E01003492",6.0,8.3
"Newham 025C","E01003494",5.7,6.1
"Newham 025D","E01003495",6.3,6.0
"Newham 025E","E01034203",2.4,4.6
"Newham 025F","E01034204",5.7,7.7
"Newham 026A","E01003594",5.6,8.3
"Newham 026B","E01003595",5.8,7.9
"Newham 026C","E01003602",6.2,7.9
"Newham 026D","E01003607",5.1,7.4
"Newham 027A","E01003496",4.1,7.4
"Newham 027B","E01003498",4.7,10.2
"Newham 027C","E01003500",5.2,8.7
"Newham 027D","E01003593",4.9,7.2
"Newham 028A","E01003601",6.3,7.8
"Newham 028B","E01003603",4.5,5.5
"Newham 028C","E01003605",5.2,7.4
"Newham 028D","E01003608",4.3,5.5
"Newham 029A","E01003538",6.2,7.5
"Newham 029B","E01003539",5.9,7.6
"Newham 029C","E01003540",5.5,6.5
"Newham 029D","E01003541",5.9,7.6
"Newham 030A","E01003499",7.1,7.4
"Newham 030B","E01003501",5.6,8.3
"Newham 030C","E01003502",7.2,11.5
"Newham 030D","E01003503",3.8,8.6
"Newham 031A","E01003507",4.5,8.6
"Newham 031B","E01003508",3.6,6.7
"Newham 031C","E01003509",5.6,6.2
"Newham 031D","E01003604",5.5,6.6
"Newham 032A","E01003483",4.7,7.1
"Newham 032B","E01003484",4.5,6.3
"Newham 032C","E01003516",7.6,7.8
"Newham 032D","E01003518",4.3,5.9
"Newham 032E","E01003519",4.3,9.1
"Newham 033A","E01003480",9.0,17.6
"Newham 033C","E01003486",6.1,6.7
"Newham 033D","E01003487",6.3,8.7
"Newham 033E","E01034205",3.9,6.7
"Newham 033F","E01034206",4.2,10.9
"Newham 033G","E01034207",1.4,7.5
"Newham 034A","E01003497",6.1,8.0
"Newham 034D","E01003506",4.4,7.1
